PeakID (cmd=annotatePeaks.pl results/overlaps/bcor_kdm2b_overlap_without_h3k27me3.bed hg18)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
BCOR_KDM2B_common_region-6411	chr9	99786992	99787100	+	.	NA	intron (NM_006401, intron 1 of 6)	NA	1602	NM_006401	10541		NM_006401	ENSG00000136938	ANP32B	APRIL|PHAPI2|SSP29	acidic nuclear phosphoprotein 32 family member B	protein-coding
BCOR_KDM2B_common_region-5739	chr7	5493965	5494221	+	.	NA	intron (NM_024963, intron 4 of 4)	NA	7981	NR_030318	693174		NR_030318	ENSG00000207973	MIR589	MIRN589|hsa-mir-589|mir-589	microRNA 589	ncRNA
BCOR_KDM2B_common_region-6352	chr9	70926477	70927269	+	.	NA	promoter-TSS (NM_001369871)	NA	638	NM_001369870	9414		NM_004817	ENSG00000119139	TJP2	C9DUPq21.11|DFNA51|DUP9q21.11|FHCA1|PFIC4|X104|ZO2	tight junction protein 2	protein-coding
BCOR_KDM2B_common_region-2020	chr14	104935475	104936535	+	.	NA	promoter-TSS (NM_001195082)	NA	85	NM_001195082	647310		NM_001195082	ENSG00000226174	TEX22	-	testis expressed 22	protein-coding
BCOR_KDM2B_common_region-6052	chr8	38877512	38877724	+	.	NA	promoter-TSS (NM_021623)	NA	-403	NM_021623	59339		NM_021623	ENSG00000169499	PLEKHA2	TAPP2	pleckstrin homology domain containing A2	protein-coding
BCOR_KDM2B_common_region-3898	chr20	3101975	3102106	+	.	NA	intron (NM_001367609, intron 1 of 4)	NA	155	NM_001282533	9762		NM_014731	ENSG00000088899	LZTS3	PROSAPIP1	leucine zipper tumor suppressor family member 3	protein-coding
BCOR_KDM2B_common_region-2018	chr14	104290519	104290930	+	.	NA	intron (NM_021709, intron 1 of 2)	NA	195	NM_006427	10572		NM_006427	ENSG00000184990	SIVA1	CD27BP|SIVA|Siva-1|Siva-2	SIVA1 apoptosis inducing factor	protein-coding
BCOR_KDM2B_common_region-6396	chr9	97313001	97313209	+	.	NA	intron (NM_001083603, intron 1 of 23)	NA	-1736	NM_001354918	5727		NM_000264	ENSG00000185920	PTCH1	BCNS|BCNS1|NBCCS|PTC|PTC1|PTCH	patched 1	protein-coding
BCOR_KDM2B_common_region-1491	chr12	93990944	93991639	+	.	NA	5' UTR (NM_001127362, exon 1 of 12)	NA	234	NM_003297	7181		NM_003297	ENSG00000120798	NR2C1	TR2	nuclear receptor subfamily 2 group C member 1	protein-coding
BCOR_KDM2B_common_region-1182	chr11	65781118	65782602	+	.	NA	5' UTR (NM_001134774, exon 1 of 15)	NA	110	NM_001134776	64837		NM_022822	ENSG00000174996	KLC2	-	kinesin light chain 2	protein-coding
BCOR_KDM2B_common_region-1401	chr12	49918995	49919127	+	.	NA	intron (NM_001136267, intron 1 of 3)	NA	184	NM_014764	9802		NM_014764	ENSG00000183283	DAZAP2	PRTB	DAZ associated protein 2	protein-coding
BCOR_KDM2B_common_region-705	chr10	12277786	12277941	+	.	NA	promoter-TSS (NM_006023)	NA	33	NM_014142	11164		NM_014142	ENSG00000165609	NUDT5	YSA1|YSA1H|YSAH1|hNUDT5	nudix hydrolase 5	protein-coding
BCOR_KDM2B_common_region-2322	chr16	2241434	2241898	+	.	NA	promoter-TSS (NM_001178029)	NA	-77	NM_001178029	1632		NM_001919	ENSG00000167969	ECI1	DCI	enoyl-CoA delta isomerase 1	protein-coding
BCOR_KDM2B_common_region-381	chr1	110554481	110554790	+	.	NA	promoter-TSS (NR_046546)	NA	176	NM_001039574	3749		NM_004978	ENSG00000116396	KCNC4	C1orf30|HKSHIIIC|KSHIIIC|KV3.4	potassium voltage-gated channel subfamily C member 4	protein-coding
BCOR_KDM2B_common_region-5681	chr6	159439688	159440205	+	.	NA	Intergenic	NA	-53774	NM_152133	117289		NM_054114	ENSG00000164691	TAGAP	ARHGAP47|FKSG15|IDDM21|TAGAP1	T cell activation RhoGTPase activating protein	protein-coding
BCOR_KDM2B_common_region-3165	chr19	4320961	4321160	+	.	NA	intron (NM_003025, intron 1 of 9)	NA	26501	NM_001300862	84954		NM_032868	ENSG00000008382	MPND	-	MPN domain containing	protein-coding
BCOR_KDM2B_common_region-4050	chr21	33836370	33836482	+	.	NA	promoter-TSS (NM_175085)	NA	-133	NM_175085	2618		NM_000819	ENSG00000159131	GART	AIRS|GARS|GARTF|PAIS|PGFT|PRGS	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	protein-coding
BCOR_KDM2B_common_region-4105	chr21	43670276	43670625	+	.	NA	exon (NM_173354, exon 2 of 14)	NA	989	NM_173354	150094		NM_173354	ENSG00000142178	SIK1	DEE30|MSK|SIK|SIK-1|SIK1B|SNF1LK	salt inducible kinase 1	protein-coding
BCOR_KDM2B_common_region-3352	chr2	9481303	9481603	+	.	NA	promoter-TSS (NM_004763)	NA	219	NM_016207	51692		NM_016207	ENSG00000119203	CPSF3	CPSF-73|CPSF73|NEDMHS|NEDMHSN	cleavage and polyadenylation specific factor 3	protein-coding
BCOR_KDM2B_common_region-2363	chr16	4837183	4837270	+	.	NA	promoter-TSS (NM_001308096)	NA	64	NM_001324098	84656		NM_032569	ENSG00000140632	GLYR1	BM045|HIBDL|N-PAC|NP60|NPAC|hNDF	glyoxylate reductase 1 homolog	protein-coding
BCOR_KDM2B_common_region-975	chr11	766972	767123	+	.	NA	promoter-TSS (NR_126343)	NA	440	NR_134868	347862		NM_182612	ENSG00000177225	GATD1	FERRY5|Fy-5|PDDC1	glutamine amidotransferase class 1 domain containing 1	protein-coding
BCOR_KDM2B_common_region-4747	chr4	57028588	57029021	+	.	NA	intron (NR_151856, intron 1 of 19)	NA	264	NM_001267722	6731		NM_006947	ENSG00000174780	SRP72	BMFF|BMFS1|HEL103	signal recognition particle 72	protein-coding
BCOR_KDM2B_common_region-3023	chr18	42751640	42751757	+	.	NA	promoter-TSS (NM_001354033)	NA	143	NM_001353902	83473		NM_031303	ENSG00000167216	KATNAL2	-	katanin catalytic subunit A1 like 2	protein-coding
BCOR_KDM2B_common_region-6477	chr9	126991883	126992032	+	.	NA	promoter-TSS (NM_001123369)	NA	-54	NM_002721	5537		NM_002721	ENSG00000119414	PPP6C	PP6|PP6C	protein phosphatase 6 catalytic subunit	protein-coding
BCOR_KDM2B_common_region-1531	chr12	115199634	115199847	+	.	NA	5' UTR (NM_015335, exon 1 of 31)	NA	141	NM_015335	23389		NM_015335	ENSG00000123066	MED13L	MRFACD|PROSIT240|THRAP2|TRAP240L	mediator complex subunit 13L	protein-coding
BCOR_KDM2B_common_region-1801	chr14	19881143	19881408	+	.	NA	promoter-TSS (NM_005484)	NA	135	NR_002312	85495		NR_002312	ENSG00000277209	RPPH1	H1RNA|RPPH1-1	ribonuclease P RNA component H1	ncRNA
BCOR_KDM2B_common_region-269	chr1	47572632	47572775	+	.	NA	intron (NM_001136140, intron 1 of 4)	NA	654	NR_046395	51727		NM_016308	ENSG00000162368	CMPK1	CK|CMK|CMPK|UMK|UMP-CMPK|UMPK	cytidine/uridine monophosphate kinase 1	protein-coding
BCOR_KDM2B_common_region-4235	chr22	45367293	45367405	+	.	NA	intron (NM_001366660, intron 1 of 17)	NA	15700	NM_001366660	23151		NM_015124	ENSG00000075240	GRAMD4	DIP	GRAM domain containing 4	protein-coding
BCOR_KDM2B_common_region-5726	chr7	3306934	3307246	+	.	NA	promoter-TSS (NM_152744)	NA	-320	NM_152744	221935		NM_152744	ENSG00000146555	SDK1	-	sidekick cell adhesion molecule 1	protein-coding
BCOR_KDM2B_common_region-4108	chr21	44020020	44020629	+	.	NA	intron (NM_000100, intron 1 of 2)	NA	293	NM_000100	1476		NM_000100	ENSG00000160213	CSTB	CPI-B|CST6|EPM1|EPM1A|PME|STFB|ULD	cystatin B	protein-coding
BCOR_KDM2B_common_region-2964	chr17	77969938	77970103	+	.	NA	promoter-TSS (NM_024648)	NA	-269	NM_024648	79701		NM_024648	ENSG00000181396	OGFOD3	C17orf101	2-oxoglutarate and iron dependent oxygenase domain containing 3	protein-coding
BCOR_KDM2B_common_region-5940	chr7	106991771	106991877	+	.	NA	promoter-TSS (NM_006348)	NA	172	NR_163941	115253422		NM_001371364	ENSG00000288558	DUS4L-BCAP29	-	DUS4L-BCAP29 readthrough	protein-coding
BCOR_KDM2B_common_region-3583	chr2	85696770	85697060	+	.	NA	promoter-TSS (NM_001256726)	NA	95	NM_001256726	10713		NM_006590	ENSG00000168883	USP39	65K|CGI-21|HSPC332|SAD1|SNRNP65	ubiquitin specific peptidase 39	protein-coding
BCOR_KDM2B_common_region-3525	chr2	65511063	65513713	+	.	NA	intron (NM_181784, intron 1 of 5)	NA	849	NM_181784	200734		NM_181784	ENSG00000198369	SPRED2	NS14|Spred-2	sprouty related EVH1 domain containing 2	protein-coding
BCOR_KDM2B_common_region-4283	chr3	14963637	14963741	+	.	NA	promoter-TSS (NM_001291694)	NA	327	NR_046254	100505641		NR_046251	ENSG00000225733	FGD5-AS1	-	FGD5 antisense RNA 1	ncRNA
BCOR_KDM2B_common_region-5095	chr5	127447929	127448133	+	.	NA	non-coding (NR_046207, exon 1 of 27)	NA	674	NM_001256461	6558		NM_001046	ENSG00000064651	SLC12A2	BSC|BSC-2|BSC2|CCC1|KILQS|NKCC1|PPP1R141	solute carrier family 12 member 2	protein-coding
BCOR_KDM2B_common_region-1624	chr12	123991176	123991329	+	.	NA	Intergenic	NA	25206	NR_049820	100847004		NR_049820	ENSG00000265345	MIR5188	mir-5188	microRNA 5188	ncRNA
BCOR_KDM2B_common_region-162	chr1	28935764	28936483	+	.	NA	promoter-TSS (NM_016258)	NA	84	NM_016258	51441		NM_016258	ENSG00000198492	YTHDF2	CAHL|DF2|HGRG8|NY-REN-2	YTH N6-methyladenosine RNA binding protein F2	protein-coding
BCOR_KDM2B_common_region-5210	chr5	158460061	158460640	+	.	NA	promoter-TSS (NM_001324106)	NA	281	NR_109890	101927740		NR_109890	ENSG00000245812	LINC02202	-	long intergenic non-protein coding RNA 2202	ncRNA
BCOR_KDM2B_common_region-5239	chr5	175776075	175776424	+	.	NA	promoter-TSS (NM_001364127)	NA	-73	NR_045724	1212		NM_001834	ENSG00000175416	CLTB	LCB	clathrin light chain B	protein-coding
BCOR_KDM2B_common_region-3181	chr19	9740280	9740485	+	.	NA	promoter-TSS (NM_001077624)	NA	32	NM_001077624	162993		NM_001077624	ENSG00000196605	ZNF846	-	zinc finger protein 846	protein-coding
BCOR_KDM2B_common_region-3244	chr19	40431703	40432082	+	.	NA	intron (NM_205835, intron 1 of 7)	NA	147	NM_205834	51599		NM_015925	ENSG00000105699	LSR	ILDR3|LISCH7	lipolysis stimulated lipoprotein receptor	protein-coding
BCOR_KDM2B_common_region-2649	chr17	3924247	3924404	+	.	NA	exon (NM_015113, exon 24 of 55)	NA	68748	NM_015113	23140		NM_015113	ENSG00000074755	ZZEF1	ZZZ4	zinc finger ZZ-type and EF-hand domain containing 1	protein-coding
BCOR_KDM2B_common_region-4274	chr3	11863196	11863587	+	.	NA	promoter-TSS (NR_135611)	NA	-32	NR_158710	132001		NM_138807	ENSG00000144559	TAMM41	C3orf31|COXPD56|RAM41|TAM41	TAM41 mitochondrial translocator assembly and maintenance homolog	protein-coding
BCOR_KDM2B_common_region-5449	chr6	42180167	42180463	+	.	NA	exon (NM_001164446, exon 4 of 5)	NA	38021	NM_001164446	647024		NM_001164446	ENSG00000188112	C6orf132	LncCCLM|bA7K24.2	chromosome 6 open reading frame 132	protein-coding
BCOR_KDM2B_common_region-5388	chr6	28459076	28459389	+	.	NA	promoter-TSS (NR_133669)	NA	-37	NR_133668	9753		NM_014724	ENSG00000158691	ZSCAN12	ZFP96|ZNF29K1|ZNF305|ZNF96|dJ29K1.2	zinc finger and SCAN domain containing 12	protein-coding
BCOR_KDM2B_common_region-1021	chr11	9550976	9551465	+	.	NA	promoter-TSS (NM_003390)	NA	-573	NM_003390	7465		NM_003390	ENSG00000166483	WEE1	WEE1A|WEE1hu	WEE1 G2 checkpoint kinase	protein-coding
BCOR_KDM2B_common_region-2981	chr18	8695377	8695843	+	.	NA	promoter-TSS (NM_001378206)	NA	56	NM_001378207	23255		NM_015210	ENSG00000168502	MTCL1	CCDC165|KIAA0802|SOGA2	microtubule crosslinking factor 1	protein-coding
BCOR_KDM2B_common_region-5686	chr6	160103101	160103246	+	.	NA	promoter-TSS (NM_001303253)	NA	106	NM_005891	39		NM_005891	ENSG00000120437	ACAT2	-	acetyl-CoA acetyltransferase 2	protein-coding
BCOR_KDM2B_common_region-2963	chr17	77969572	77969741	+	.	NA	promoter-TSS (NM_024648)	NA	95	NM_175902	79701		NM_024648	ENSG00000181396	OGFOD3	C17orf101	2-oxoglutarate and iron dependent oxygenase domain containing 3	protein-coding
BCOR_KDM2B_common_region-2182	chr15	70455134	70455339	+	.	NA	promoter-TSS (NR_027262)	NA	173	NM_001318825	3073		NM_000520	ENSG00000213614	HEXA	TSD	hexosaminidase subunit alpha	protein-coding
BCOR_KDM2B_common_region-3759	chr2	197771892	197772029	+	.	NA	non-coding (NR_135584, exon 2 of 2)	NA	1000	NR_135584	101927596		NR_135584	ENSG00000231621	ANKRD44-AS1	-	ANKRD44 antisense RNA 1	ncRNA
BCOR_KDM2B_common_region-6291	chr9	19117105	19117875	+	.	NA	promoter-TSS (NM_001122)	NA	0	NM_001122	123		NM_001122	ENSG00000147872	PLIN2	ADFP|ADRP	perilipin 2	protein-coding
BCOR_KDM2B_common_region-4138	chr21	45318457	45318806	+	.	NA	promoter-TSS (NM_001112)	NA	-290	NR_027673	104		NM_001112	ENSG00000197381	ADARB1	ADAR2|DRABA2|DRADA2|NEDHYMS|RED1	adenosine deaminase RNA specific B1	protein-coding
BCOR_KDM2B_common_region-6507	chr9	130913256	130913391	+	.	NA	promoter-TSS (NM_001346549)	NA	-91	NM_001271832	5524		NM_021131	ENSG00000119383	PTPA	PARK25|PP2A|PPP2R4|PR53	protein phosphatase 2 phosphatase activator	protein-coding
BCOR_KDM2B_common_region-4844	chr4	121207725	121207933	+	.	NA	promoter-TSS (NM_002358)	NA	-378	NM_002358	4085		NM_002358	ENSG00000164109	MAD2L1	HSMAD2|MAD2	mitotic arrest deficient 2 like 1	protein-coding
BCOR_KDM2B_common_region-493	chr1	166172490	166172701	+	.	NA	promoter-TSS (NR_026550)	NA	174	NM_001349779	55827		NM_018442	ENSG00000143164	DCAF6	1200006M05Rik|ARCAP|IQWD1|MSTP055|NRIP|PC326	DDB1 and CUL4 associated factor 6	protein-coding
BCOR_KDM2B_common_region-1240	chr11	75769683	75770260	+	.	NA	promoter-TSS (NR_130898)	NA	-44	NM_001347884	100506127		NM_001013634	ENSG00000179240	GVQW3	-	GVQW motif containing 3	protein-coding
BCOR_KDM2B_common_region-3535	chr2	69517715	69518090	+	.	NA	intron (NM_001374284, intron 2 of 8)	NA	169	NM_015700	27247		NM_015700	ENSG00000169599	NFU1	CGI-33|HIRIP|HIRIP5|MMDFS|MMDS1|NIFUC|Nfu|NifU	NFU1 iron-sulfur cluster scaffold	protein-coding
BCOR_KDM2B_common_region-5931	chr7	103635546	103635809	+	.	NA	promoter-TSS (NM_002553)	NA	20	NM_002553	5001		NM_002553	ENSG00000164815	ORC5	ORC5L|ORC5P|ORC5T|PPP1R117	origin recognition complex subunit 5	protein-coding
BCOR_KDM2B_common_region-1668	chr13	24152721	24152858	+	.	NA	5' UTR (NM_001185085, exon 1 of 23)	NA	240	NM_001185085	479		NM_001676	ENSG00000075673	ATP12A	ATP1AL1|H-K-ATPase|HK	ATPase H+/K+ transporting non-gastric alpha2 subunit	protein-coding
BCOR_KDM2B_common_region-1734	chr13	49263923	49264343	+	.	NA	intron (NM_002267, intron 1 of 16)	NA	686	NM_002267	3839		NM_002267	ENSG00000102753	KPNA3	IPOA4|SPG88|SRP1|SRP1gamma|SRP4|hSRP1	karyopherin subunit alpha 3	protein-coding
BCOR_KDM2B_common_region-3756	chr2	196744163	196744602	+	.	NA	5' UTR (NM_004226, exon 1 of 8)	NA	165	NM_004226	9262		NM_004226	ENSG00000081320	STK17B	DRAK2	serine/threonine kinase 17b	protein-coding
BCOR_KDM2B_common_region-865	chr10	98056395	98056557	+	.	NA	intron (NM_004088, intron 1 of 10)	NA	2295	NM_001017520	1791		NM_004088	ENSG00000107447	DNTT	TDT	DNA nucleotidylexotransferase	protein-coding
BCOR_KDM2B_common_region-3412	chr2	28946498	28946743	+	.	NA	promoter-TSS (NM_017910)	NA	59	NM_017910	55006		NM_017910	ENSG00000171103	TRMT61B	-	tRNA methyltransferase 61B	protein-coding
BCOR_KDM2B_common_region-2437	chr16	31098468	31098605	+	.	NA	promoter-TSS (NM_001170937)	NA	-396	NM_001170937	2521		NM_004960	ENSG00000089280	FUS	ALS6|ETM4|FUS1|HNRNPP2|POMP75|TLS|altFUS	FUS RNA binding protein	protein-coding
BCOR_KDM2B_common_region-662	chr1	245562278	245562380	+	.	NA	promoter-TSS (NM_032752)	NA	350	NR_168396	107985115		NR_168396	ENSG00000289234	ZNF496-DT	XLOC_000647	ZNF496 divergent transcript	ncRNA
BCOR_KDM2B_common_region-1140	chr11	63842107	63842453	+	.	NA	promoter-TSS (NM_001286084)	NA	-54	NM_001358516	25824		NM_012094	ENSG00000126432	PRDX5	ACR1|AOEB166|B166|HEL-S-55|PLP|PMP20|PRDX6|PRXV|SBBI10|prx-V	peroxiredoxin 5	protein-coding
BCOR_KDM2B_common_region-4814	chr4	101089837	101089973	+	.	NA	promoter-TSS (NR_125923)	NA	550	NM_002106	3015		NM_002106	ENSG00000164032	H2AZ1	H2A.Z-1|H2A.z|H2A/z|H2AFZ|H2AZ	H2A.Z variant histone 1	protein-coding
BCOR_KDM2B_common_region-5281	chr5	180163013	180163074	+	.	NA	promoter-TSS (NR_157154)	NA	416	NM_001364390	4245		NM_002406	ENSG00000131446	MGAT1	GLCNAC-TI|GLCT1|GLYT1|GNT-1|GNT-I|GnTI|MGAT	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	protein-coding
BCOR_KDM2B_common_region-1686	chr13	29936297	29936996	+	.	NA	promoter-TSS (NM_001313892)	NA	-182	NM_001313892	3146		NM_002128	ENSG00000189403	HMGB1	HMG-1|HMG1|HMG3|SBP-1	high mobility group box 1	protein-coding
BCOR_KDM2B_common_region-2841	chr17	52265440	52266217	+	.	NA	promoter-TSS (NM_003647)	NA	452	NM_001085430	339210		NM_001085430	ENSG00000214226	C17orf67	-	chromosome 17 open reading frame 67	protein-coding
BCOR_KDM2B_common_region-5183	chr5	150419808	150419917	+	.	NA	intron (NM_001364486, intron 4 of 16)	NA	5023	NM_001258455	10318		NM_006058	ENSG00000145901	TNIP1	ABIN-1|NAF1|VAN|nip40-1	TNFAIP3 interacting protein 1	protein-coding
BCOR_KDM2B_common_region-2470	chr16	56591870	56592003	+	.	NA	promoter-TSS (NM_001195302)	NA	141	NM_001384365	57567		NM_020807	ENSG00000166188	ZNF319	ZFP319	zinc finger protein 319	protein-coding
BCOR_KDM2B_common_region-1038	chr11	19095253	19095436	+	.	NA	promoter-TSS (NM_001001483)	NA	53	NM_019028	54503		NM_019028	ENSG00000177054	ZDHHC13	HIP14L|HIP3RP	zinc finger DHHC-type palmitoyltransferase 13	protein-coding
BCOR_KDM2B_common_region-1378	chr12	46492948	46493425	+	.	NA	intron (NM_001368046, intron 1 of 25)	NA	6767	NR_160435	51564		NM_015401	ENSG00000061273	HDAC7	HD7|HD7A|HDAC7A	histone deacetylase 7	protein-coding
BCOR_KDM2B_common_region-3439	chr2	39201504	39201981	+	.	NA	promoter-TSS (NM_001382395)	NA	-46	NM_005633	6654		NM_005633	ENSG00000115904	SOS1	GF1|GGF1|GINGF|HGF|NS4|SOS-1	SOS Ras/Rac guanine nucleotide exchange factor 1	protein-coding
BCOR_KDM2B_common_region-2383	chr16	14287473	14287594	+	.	NA	Intergenic	NA	-16113	NR_132983	100129781		NR_132983	ENSG00000262454	MIR193BHG	HypERlnc|lincNORS	MIR193b-365a host gene	ncRNA
BCOR_KDM2B_common_region-5415	chr6	36669780	36669980	+	.	NA	promoter-TSS (NM_003017)	NA	-188	NR_036610	6428		NM_003017	ENSG00000112081	SRSF3	SFRS3|SRp20	serine and arginine rich splicing factor 3	protein-coding
BCOR_KDM2B_common_region-1044	chr11	31347896	31348128	+	.	NA	promoter-TSS (NM_181706)	NA	29	NM_181706	120526		NM_181706	ENSG00000170946	DNAJC24	DPH4|JJJ3|ZCSL3	DnaJ heat shock protein family (Hsp40) member C24	protein-coding
BCOR_KDM2B_common_region-3873	chr2	241040968	241041075	+	.	NA	intron (NR_161169, intron 1 of 2)	NA	-3070	NR_029702	406941		NR_029702	ENSG00000207611	MIR149	MIRN149|mir-149	microRNA 149	ncRNA
BCOR_KDM2B_common_region-5004	chr5	54552371	54552550	+	.	NA	intron (NM_001190787, intron 6 of 6)	NA	6440	NM_001190787	345643		NM_001190787	ENSG00000234602	MCIDAS	CILD42|IDAS|MCI|MCIN	multiciliate differentiation and DNA synthesis associated cell cycle protein	protein-coding
BCOR_KDM2B_common_region-6044	chr8	37826487	37826693	+	.	NA	promoter-TSS (NM_018310)	NA	-53	NM_018310	55290		NM_018310	ENSG00000104221	BRF2	BRFU|TFIIIB50	BRF2 RNA polymerase III transcription initiation factor subunit	protein-coding
BCOR_KDM2B_common_region-3612	chr2	98591195	98591624	+	.	NA	promoter-TSS (NM_014044)	NA	-2	NM_001008215	493753		NM_001008215	ENSG00000183513	COA5	6330578E17Rik|C2orf64|CEMCOX3|MC4DN9|Pet191	cytochrome c oxidase assembly factor 5	protein-coding
BCOR_KDM2B_common_region-3398	chr2	26840578	26840839	+	.	NA	promoter-TSS (NM_017877)	NA	52	NM_017877	54978		NM_017877	ENSG00000213699	SLC35F6	ANT2BP|C2orf18|TANGO9	solute carrier family 35 member F6	protein-coding
BCOR_KDM2B_common_region-2543	chr16	84035865	84036631	+	.	NA	Intergenic	NA	-138816	NR_049816	100847022		NR_049816	ENSG00000266307	MIR5093	-	microRNA 5093	ncRNA
BCOR_KDM2B_common_region-5473	chr6	44203568	44203720	+	.	NA	promoter-TSS (NM_032111)	NA	375	NM_018426	55362		NM_018426	ENSG00000137216	TMEM63B	C6orf110	transmembrane protein 63B	protein-coding
BCOR_KDM2B_common_region-4945	chr4	186970422	186970523	+	.	NA	promoter-TSS (NM_001145670)	NA	-68	NM_001145670	8470		NM_003603	ENSG00000154556	SORBS2	ARGBP2|PRO0618	sorbin and SH3 domain containing 2	protein-coding
BCOR_KDM2B_common_region-1354	chr12	27824470	27824751	+	.	NA	promoter-TSS (NM_001146221)	NA	-174	NM_001146221	100287284		NM_001146221	ENSG00000205693	MANSC4	-	MANSC domain containing 4	protein-coding
BCOR_KDM2B_common_region-870	chr10	98581606	98581787	+	.	NA	promoter-TSS (NM_001170766)	NA	-349	NM_001170765	84458		NM_015652	ENSG00000196233	LCOR	C10orf12|MLR2	ligand dependent nuclear receptor corepressor	protein-coding
BCOR_KDM2B_common_region-5592	chr6	116998985	116999107	+	.	NA	promoter-TSS (NM_001007464)	NA	-314	NM_016104	51389		NM_015952	ENSG00000111832	RWDD1	CGI-24|PTD013	RWD domain containing 1	protein-coding
BCOR_KDM2B_common_region-2552	chr16	84202494	84203230	+	.	NA	intron (NM_001134473, intron 1 of 14)	NA	346	NM_001134473	23199		NM_014615	ENSG00000131149	GSE1	CRHSP24|KIAA0182	Gse1 coiled-coil protein	protein-coding
BCOR_KDM2B_common_region-4849	chr4	128922363	128922603	+	.	NA	promoter-TSS (NM_014278)	NA	82	NM_001317381	22824		NM_014278	ENSG00000164070	HSPA4L	APG-1|APG1|HSPH3|Osp94	heat shock protein family A (Hsp70) member 4 like	protein-coding
BCOR_KDM2B_common_region-4976	chr5	6782617	6782808	+	.	NA	intron (NM_001171805, intron 1 of 12)	NA	16167	NM_006999	11044		NM_006999	ENSG00000112941	TENT4A	LAK-1|LAK1|PAPD7|POLK|POLS|TRF4|TRF4-1|TRF41|TUTASE5	terminal nucleotidyltransferase 4A	protein-coding
BCOR_KDM2B_common_region-6539	chr9	136300146	136300312	+	.	NA	Intergenic	NA	26835	NR_146518	105376310		NR_146518	ENSG00000223729	LINC02247	-	long intergenic non-protein coding RNA 2247	ncRNA
BCOR_KDM2B_common_region-893	chr10	102747431	102747649	+	.	NA	promoter-TSS (NM_001318099)	NA	-486	NM_001318099	84445		NM_032429	ENSG00000107816	LZTS2	LAPSER1	leucine zipper tumor suppressor 2	protein-coding
BCOR_KDM2B_common_region-5794	chr7	30292003	30292350	+	.	NA	promoter-TSS (NR_136267)	NA	50	NR_136267	105375218		NR_136267		LOC105375218	-	uncharacterized LOC105375218	ncRNA
BCOR_KDM2B_common_region-4769	chr4	77130927	77131234	+	.	NA	promoter-TSS (NM_001288983)	NA	42	NM_018115	55153		NM_018115	ENSG00000198301	SDAD1	Sda1	SDA1 domain containing 1	protein-coding
BCOR_KDM2B_common_region-2180	chr15	70310342	70310861	+	.	NA	promoter-TSS (NM_001316318)	NA	-16	NM_001206796	5315		NM_002654	ENSG00000067225	PKM	CTHBP|HEL-S-30|OIP3|PK3|PKM2|TCB|THBP1|p58	pyruvate kinase M1/2	protein-coding
BCOR_KDM2B_common_region-3090	chr18	75107652	75107803	+	.	NA	intron (NM_198531, intron 11 of 29)	NA	-149191	NM_001278669	4772		NM_006162	ENSG00000131196	NFATC1	NF-ATC|NF-ATc1.2|NFAT2|NFATc	nuclear factor of activated T cells 1	protein-coding
BCOR_KDM2B_common_region-367	chr1	109005144	109005766	+	.	NA	promoter-TSS (NM_001102592)	NA	216	NM_144584	113802		NM_144584	ENSG00000162639	HENMT1	C1orf59|HEN1	HEN methyltransferase 1	protein-coding
BCOR_KDM2B_common_region-3584	chr2	86116820	86116910	+	.	NA	intron (NM_015425, intron 27 of 33)	NA	69655	NM_015425	25885		NM_015425	ENSG00000068654	POLR1A	A190|AFDCIN|HLD27|RPA1|RPA190|RPA194|RPO1-4|RPO14	RNA polymerase I subunit A	protein-coding
BCOR_KDM2B_common_region-4462	chr3	102980452	102980703	+	.	NA	promoter-TSS (NM_001134456)	NA	-168	NM_001348997	91775		NM_145037	ENSG00000144815	NXPE3	FAM55C|MST115|MSTP115	neurexophilin and PC-esterase domain family member 3	protein-coding
