PeakID (cmd=annotatePeaks.pl results/tmp/normalized_peaks/BCOR_LY1_hg18.bed hg18)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
BCOR_peak_14971	chr11	67564157	67564405	+	.	NA	intron (NM_001351059, intron 1 of 18)	NA	1213	NM_006019	10312		NM_006019	ENSG00000110719	TCIRG1	ATP6N1C|ATP6V0A3|Atp6i|OC-116kDa|OC116|OPTB1|Stv1|TIRC7|Vph1|a3	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3	protein-coding
BCOR_peak_10302	chr17	37681502	37681610	+	.	NA	intron (NM_012448, intron 1 of 18)	NA	379	NM_012448	6777		NM_012448	ENSG00000173757	STAT5B	GHISID2|STAT5	signal transducer and activator of transcription 5B	protein-coding
BCOR_peak_7538	chr2	8631761	8633216	+	.	NA	intron (NR_110257, intron 4 of 5)	NA	8885	NR_110257	101929567		NR_110257	ENSG00000236008	LINC01814	-	long intergenic non-protein coding RNA 1814	ncRNA
BCOR_peak_7855	chr2	54536567	54536718	+	.	NA	promoter-TSS (NM_003128)	NA	-326	NM_003128	6711		NM_003128	ENSG00000115306	SPTBN1	DDISBA|ELF|HEL102|SPTB2|betaSpII	spectrin beta, non-erythrocytic 1	protein-coding
BCOR_peak_12695	chr14	104337547	104337943	+	.	NA	promoter-TSS (NM_001137601)	NA	-191	NM_001370342	100128927		NM_001137601	ENSG00000179627	ZBTB42	LCCS6|ZNF925	zinc finger and BTB domain containing 42	protein-coding
BCOR_peak_15074	chr11	75185864	75186052	+	.	NA	exon (NM_001253891, exon 5 of 7)	NA	17532	NR_144531	100506113		NR_144531	ENSG00000255507	UVRAG-DT	-	UVRAG divergent transcript	ncRNA
BCOR_peak_17249	chr1	198274994	198275637	+	.	NA	intron (NM_003822, intron 1 of 6)	NA	-3261	NM_001276464	2494		NM_003822	ENSG00000116833	NR5A2	B1F|B1F2|CPF|FTF|FTZ-F1|FTZ-F1beta|LRH-1|LRH1|hB1F-2	nuclear receptor subfamily 5 group A member 2	protein-coding
BCOR_peak_6917	chr21	37366735	37367387	+	.	NA	promoter-TSS (NM_001353938)	NA	-88	NM_153681	51227		NM_016430	ENSG00000185808	PIGP	DCRC|DCRC-S|DEE55|DSCR5|DSRC|EIEE55|PIG-P	phosphatidylinositol glycan anchor biosynthesis class P	protein-coding
BCOR_peak_28	chrX	10127162	10127545	+	.	NA	intron (NM_001830, intron 6 of 12)	NA	42338	NM_001830	1183		NM_001830	ENSG00000073464	CLCN4	CLC4|ClC-4|ClC-4A|MRX15|MRX49|MRXSRC	chloride voltage-gated channel 4	protein-coding
BCOR_peak_11763	chr15	54444715	54444967	+	.	NA	promoter-TSS (NM_001385044)	NA	-75	NM_001385044	374618		NM_198524	ENSG00000151575	TEX9	-	testis expressed 9	protein-coding
BCOR_peak_9361	chr19	50887794	50888053	+	.	NA	promoter-TSS (NM_001369752)	NA	159	NM_001163377	54814		NM_017659	ENSG00000011478	QPCTL	gQC	glutaminyl-peptide cyclotransferase like	protein-coding
BCOR_peak_4302	chr5	89741611	89741745	+	.	NA	promoter-TSS (NM_001297765)	NA	105	NR_105024	731157		NR_105024	ENSG00000255647	LOC731157	-	uncharacterized LOC731157	ncRNA
BCOR_peak_11775	chr15	57451149	57451366	+	.	NA	intron (NM_004998, intron 1 of 27)	NA	1105	NM_004998	4643		NM_004998	ENSG00000157483	MYO1E	FSGS6|HuncM-IC|MYO1C	myosin IE	protein-coding
BCOR_peak_13208	chr13	112308582	112308983	+	.	NA	Intergenic	NA	-18282	NM_001286279	10426		NM_006322	ENSG00000126216	TUBGCP3	104p|ALP6|GCP3|Grip104|SPBC98|Spc98|Spc98p	tubulin gamma complex component 3	protein-coding
BCOR_peak_12966	chr13	48051446	48051591	+	.	NA	intron (NR_051983, intron 1 of 2)	NA	1520	NR_051983	100129597		NR_051983	ENSG00000233610	LINC00462	-	long intergenic non-protein coding RNA 462	ncRNA
BCOR_peak_1736	chr8	146048550	146048655	+	.	NA	intron (NM_001081003, intron 1 of 1)	NA	635	NM_014066	28991		NM_014066	ENSG00000170619	COMMD5	HCARG|HT002	COMM domain containing 5	protein-coding
BCOR_peak_11322	chr16	70475713	70476032	+	.	NA	promoter-TSS (NM_001318238)	NA	188	NM_001376300	55565		NM_017530	ENSG00000102984	ZNF821	-	zinc finger protein 821	protein-coding
BCOR_peak_470	chr9	37555745	37555859	+	.	NA	intron (NM_012166, intron 1 of 10)	NA	10575	NM_012166	26267		NM_012166	ENSG00000147912	FBXO10	FBX10|PRMT11	F-box protein 10	protein-coding
BCOR_peak_566	chr9	94472270	94472543	+	.	NA	promoter-TSS (NM_022755)	NA	-172	NM_022755	64768		NM_022755	ENSG00000127080	IPPK	C9orf12|INSP5K2|IP5K|IPK1|bA476B13.1	inositol-pentakisphosphate 2-kinase	protein-coding
BCOR_peak_13824	chr12	67919363	67920633	+	.	NA	intron (NM_007007, intron 1 of 9)	NA	382	NM_001300947	11052		NM_007007	ENSG00000111605	CPSF6	CFIM|CFIM68|CFIM72|HPBRII-4|HPBRII-7	cleavage and polyadenylation specific factor 6	protein-coding
BCOR_peak_13296	chr13	114065634	114066185	+	.	NA	promoter-TSS (NM_001353648)	NA	-63	NM_001353648	65110		NM_023011	ENSG00000169062	UPF3A	HUPF3A|RENT3A|UPF3	UPF3A regulator of nonsense mediated mRNA decay	protein-coding
BCOR_peak_4587	chr5	150484039	150484259	+	.	NA	intron (NM_001363114, intron 14 of 24)	NA	17289	NM_001193544	309		NM_001155	ENSG00000197043	ANXA6	ANX6|CBP68|CPB-II|p68|p70	annexin A6	protein-coding
BCOR_peak_12019	chr15	77186710	77186872	+	.	NA	Intergenic	NA	-16614	NM_001145648	5923		NM_002891	ENSG00000058335	RASGRF1	CDC25|CDC25L|GNRP|GRF1|GRF55|H-GRF55|PP13187|ras-GRF1	Ras protein specific guanine nucleotide releasing factor 1	protein-coding
BCOR_peak_5665	chr3	48930771	48931920	+	.	NA	promoter-TSS (NR_146084)	NA	66	NR_146085	10425		NM_006321	ENSG00000177479	ARIH2	ARI2|TRIAD1	ariadne RBR E3 ubiquitin protein ligase 2	protein-coding
BCOR_peak_16547	chr1	43888752	43888959	+	.	NA	intron (NM_014663, intron 1 of 21)	NA	448	NM_014663	9682		NM_014663	ENSG00000066135	KDM4A	JHDM3A|JMJD2|JMJD2A|TDRD14A	lysine demethylase 4A	protein-coding
BCOR_peak_8532	chr2	197828621	197828829	+	.	NA	intron (NR_046837, intron 5 of 5)	NA	46763	NR_046837	101927547		NR_046837	ENSG00000236977	ANKRD44-IT1	-	ANKRD44 intronic transcript 1	ncRNA
BCOR_peak_15020	chr11	71426721	71427047	+	.	NA	intron (NR_104476, intron 2 of 24)	NA	23899	NR_104178	100128494		NR_104178	ENSG00000251143	LOC100128494	-	uncharacterized LOC100128494	ncRNA
BCOR_peak_6602	chr22	30018326	30018582	+	.	NA	promoter-TSS (NM_001135911)	NA	20	NM_052880	113791		NM_052880	ENSG00000100100	PIK3IP1	HGFL|TrIP|hHGFL(S)	phosphoinositide-3-kinase interacting protein 1	protein-coding
BCOR_peak_14743	chr11	63866237	63866776	+	.	NA	promoter-TSS (NR_106977)	NA	-554	NR_106977	102466815		NR_106977	ENSG00000278359	MIR7155	hsa-mir-7155	microRNA 7155	ncRNA
BCOR_peak_4705	chr5	176492894	176493041	+	.	NA	promoter-TSS (NM_022455)	NA	281	NM_172349	64324		NM_022455	ENSG00000165671	NSD1	ARA267|KMT3B|SOTOS|SOTOS1|STO	nuclear receptor binding SET domain protein 1	protein-coding
BCOR_peak_3682	chr6	138229402	138229769	+	.	NA	promoter-TSS (NM_001270507)	NA	-504	NM_001270507	7128		NM_006290	ENSG00000118503	TNFAIP3	A20|AIFBL1|AISBL|OTUD7C|TNFA1P2	TNF alpha induced protein 3	protein-coding
BCOR_peak_6432	chr3	197739930	197740417	+	.	NA	Intergenic	NA	-13559	NM_001077657	255798		NM_001077657	ENSG00000214097	SMCO1	C3orf43	single-pass membrane protein with coiled-coil domains 1	protein-coding
BCOR_peak_13870	chr12	88626561	88628136	+	.	NA	promoter-TSS (NM_001366532)	NA	-74	NM_001366524	490		NM_001682	ENSG00000070961	ATP2B1	MRD66|PMCA1|PMCA1kb	ATPase plasma membrane Ca2+ transporting 1	protein-coding
BCOR_peak_3941	chr5	324789	324964	+	.	NA	promoter-TSS (NR_104613)	NA	115	NM_001267556	10016		NM_013232	ENSG00000249915	PDCD6	ALG-2|ALG2|PEF1B	programmed cell death 6	protein-coding
BCOR_peak_10348	chr17	39796384	39796819	+	.	NA	exon (NM_198475, exon 1 of 8)	NA	146	NM_198475	284069		NM_198475	ENSG00000161682	FAM171A2	-	family with sequence similarity 171 member A2	protein-coding
BCOR_peak_7720	chr2	28828283	28828410	+	.	NA	5' UTR (NM_002709, exon 1 of 8)	NA	146	NM_002709	5500		NM_002709	ENSG00000213639	PPP1CB	HEL-S-80p|MP|NSLH2|PP-1B|PP1B|PP1beta|PP1c|PPP1CD|PPP1beta	protein phosphatase 1 catalytic subunit beta	protein-coding
BCOR_peak_10092	chr17	16379729	16380140	+	.	NA	Intergenic	NA	33309	NM_020653	57336		NM_020653	ENSG00000141040	ZNF287	ZKSCAN13|ZSCAN45	zinc finger protein 287	protein-coding
BCOR_peak_6326	chr3	189180075	189180351	+	.	NA	Intergenic	NA	-3324	NR_135537	105374266		NR_135537		LINC01991	-	long intergenic non-protein coding RNA 1991	ncRNA
BCOR_peak_14982	chr11	67795266	67795542	+	.	NA	intron (NM_001300913, intron 1 of 4)	NA	613	NM_001300913	53838		NM_022338	ENSG00000171067	C11orf24	DM4E3	chromosome 11 open reading frame 24	protein-coding
BCOR_peak_2381	chr7	100127327	100127515	+	.	NA	intron (NM_001375766, intron 1 of 27)	NA	2388	NM_001375761	64599		NM_022574	ENSG00000146830	GIGYF1	GYF1|PERQ1	GRB10 interacting GYF protein 1	protein-coding
BCOR_peak_785	chr9	128525365	128525623	+	.	NA	Intergenic	NA	-81612	NM_001135776	23099		NM_014007	ENSG00000169155	ZBTB43	ZBTB22B|ZNF-X|ZNF297B	zinc finger and BTB domain containing 43	protein-coding
BCOR_peak_13242	chr13	113546508	113546626	+	.	NA	promoter-TSS (NM_000820)	NA	226	NR_044993	100506394		NR_044993	ENSG00000272695	GAS6-DT	GAS6-AS2	GAS6 divergent transcript	ncRNA
BCOR_peak_10853	chr16	1341839	1342096	+	.	NA	promoter-TSS (NM_001001410)	NA	34	NM_032520	84572		NM_032520	ENSG00000090581	GNPTG	C16orf27|GNPTAG|LP2537|RJD9	N-acetylglucosamine-1-phosphate transferase subunit gamma	protein-coding
BCOR_peak_3011	chr6	12120578	12120699	+	.	NA	5' UTR (NM_002114, exon 1 of 9)	NA	107	NM_002114	3096		NM_002114	ENSG00000095951	HIVEP1	CIRIP|CRYBP1|GAAP|MBP-1|PRDII-BF1|Schnurri-1|ZAS1|ZNF40|ZNF40A	HIVEP zinc finger 1	protein-coding
BCOR_peak_10571	chr17	70796773	70797505	+	.	NA	promoter-TSS (NM_021734)	NA	-14	NM_021734	60386		NM_021734	ENSG00000125454	SLC25A19	DNC|MCPHA|MTPPT|MUP1|THMD3|THMD4|TPC	solute carrier family 25 member 19	protein-coding
BCOR_peak_11685	chr15	41001011	41001154	+	.	NA	promoter-TSS (NM_173500)	NA	-814	NM_173500	146057		NM_173500	ENSG00000128881	TTBK2	SCA11|TTBK	tau tubulin kinase 2	protein-coding
BCOR_peak_5351	chr4	185081921	185082081	+	.	NA	intron (NM_020225, intron 1 of 3)	NA	18547	NM_020225	56977		NM_020225	ENSG00000173320	STOX2	-	storkhead box 2	protein-coding
BCOR_peak_15549	chr10	49184732	49184916	+	.	NA	promoter-TSS (NM_001323330)	NA	98	NM_001323330	5599		NM_002750	ENSG00000107643	MAPK8	JNK|JNK-46|JNK1|JNK1A2|JNK21B1/2|PRKM8|SAPK1|SAPK1c	mitogen-activated protein kinase 8	protein-coding
BCOR_peak_8321	chr2	136610134	136610545	+	.	NA	Intergenic	NA	-18150	NM_003467	7852		NM_003467	ENSG00000121966	CXCR4	CD184|D2S201E|FB22|HM89|HSY3RR|LAP-3|LAP3|LCR1|LESTR|NPY3R|NPYR|NPYRL|NPYY3R|WHIM|WHIMS|WHIMS1	C-X-C motif chemokine receptor 4	protein-coding
BCOR_peak_965	chr9	138453880	138454081	+	.	NA	TTS (NM_014866)	NA	138	NM_019892	56623		NM_019892	ENSG00000148384	INPP5E	CORS1|CPD4|JBTS1|MORMS|PPI5PIV|pharbin	inositol polyphosphate-5-phosphatase E	protein-coding
BCOR_peak_6299	chr3	188244768	188245088	+	.	NA	intron (NM_001353916, intron 2 of 5)	NA	5728	NM_001353916	6480		NM_003032	ENSG00000073849	ST6GAL1	CDw75|SIAT1|ST6GalI|ST6N	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	protein-coding
BCOR_peak_1425	chr8	121890025	121890299	+	.	NA	intron (NM_021021, intron 1 of 6)	NA	3305	NM_021021	6641		NM_021021	ENSG00000172164	SNTB1	59-DAP|A1B|BSYN2|DAPA1B|SNT2|SNT2B1|TIP-43	syntrophin beta 1	protein-coding
BCOR_peak_6894	chr21	34669640	34669788	+	.	NA	promoter-TSS (NM_058182)	NA	38	NM_058182	54065		NM_058182	ENSG00000205670	SMIM11	C21orf51|FAM165B|SMIM11A|SMIM11B	small integral membrane protein 11	protein-coding
BCOR_peak_1991	chr7	30032503	30032879	+	.	NA	non-coding (NR_046479, exon 1 of 3)	NA	152	NM_017946	55033		NM_017946	ENSG00000106080	FKBP14	EDSKMH|EDSKSCL2|FKBP22|IPBP12	FKBP prolyl isomerase 14	protein-coding
BCOR_peak_5335	chr4	178467991	178468364	+	.	NA	exon (NM_018248, exon 1 of 10)	NA	155	NM_018248	55247		NM_018248	ENSG00000109674	NEIL3	FGP2|FPG2|NEI3|ZGRF3|hFPG2|hNEI3	nei like DNA glycosylase 3	protein-coding
BCOR_peak_12734	chr14	104830631	104831151	+	.	NA	intron (NM_001242787, intron 1 of 17)	NA	-7265	NM_001243127	23241		NM_015197	ENSG00000179364	PACS2	DEE66|EIEE66|PACS-2|PACS1L	phosphofurin acidic cluster sorting protein 2	protein-coding
BCOR_peak_2604	chr7	129213975	129214378	+	.	NA	Intergenic	NA	-12086	NR_029615	406959		NR_029615	ENSG00000207691	MIR183	MIRN183|miR-183|miRNA183	microRNA 183	ncRNA
BCOR_peak_14591	chr11	57038797	57040033	+	.	NA	promoter-TSS (NM_001198810)	NA	336	NM_003627	8501		NM_003627	ENSG00000149150	SLC43A1	LAT3|PB39|POV1|R00504	solute carrier family 43 member 1	protein-coding
BCOR_peak_9933	chr17	1904474	1905942	+	.	NA	promoter-TSS (NM_006497)	NA	61	NM_006497	3090		NM_006497	ENSG00000177374	HIC1	ZBTB29|ZNF901|hic-1	HIC ZBTB transcriptional repressor 1	protein-coding
BCOR_peak_2513	chr7	107996973	107997290	+	.	NA	promoter-TSS (NM_012328)	NA	2	NM_001287598	168451		NM_182529	ENSG00000177683	THAP5	-	THAP domain containing 5	protein-coding
BCOR_peak_2434	chr7	101428211	101428528	+	.	NA	intron (NM_001202544, intron 2 of 21)	NA	180743	NM_181552	1523		NM_001913	ENSG00000257923	CUX1	CASP|CDP|CDP/Cut|CDP1|COY1|CUTL1|CUX|Clox|Cux/CDP|GDDI|GOLIM6|Nbla10317|p100|p110|p200|p75	cut like homeobox 1	protein-coding
BCOR_peak_12471	chr14	74299644	74300194	+	.	NA	5' UTR (NM_019589, exon 1 of 21)	NA	147	NM_019589	56252		NM_019589	ENSG00000119596	YLPM1	C14orf170|PPP1R169|ZAP113|ZAP3	YLP motif containing 1	protein-coding
BCOR_peak_13672	chr12	50799737	50799942	+	.	NA	Intergenic	NA	26219	NR_120440	26628		NR_120438	ENSG00000290965	OR7E47P	OR7E141	olfactory receptor family 7 subfamily E member 47 pseudogene	pseudo
BCOR_peak_11492	chr16	87514894	87515057	+	.	NA	intron (NM_005187, intron 1 of 11)	NA	-18205	NR_168285	100129697		NM_001290330		LOC100129697	-	uncharacterized LOC100129697	ncRNA
BCOR_peak_9989	chr17	4588784	4590084	+	.	NA	promoter-TSS (NM_001267822)	NA	-443	NM_001136046	84225		NM_032265	ENSG00000141497	ZMYND15	SPGF14	zinc finger MYND-type containing 15	protein-coding
BCOR_peak_16372	chr1	30990995	30991266	+	.	NA	intron (NM_006762, intron 1 of 7)	NA	-6464	NR_039616	100616164		NR_039616	ENSG00000264773	MIR4420	mir-4420	microRNA 4420	ncRNA
BCOR_peak_15416	chr10	13422748	13422925	+	.	NA	non-coding (NR_164738, exon 3 of 10)	NA	7463	NM_001375769	22929		NM_012247	ENSG00000086475	SEPHS1	SELD|SPS|SPS1	selenophosphate synthetase 1	protein-coding
BCOR_peak_17156	chr1	169488435	169488572	+	.	NA	intron (NM_001282694, intron 1 of 7)	NA	4246	NM_002021	2326		NM_002021	ENSG00000010932	FMO1	-	flavin containing dimethylaniline monoxygenase 1	protein-coding
BCOR_peak_322	chr9	15500496	15501598	+	.	NA	promoter-TSS (NM_033222)	NA	-30	NM_001128217	11168		NM_021144	ENSG00000164985	PSIP1	DFS70|LEDGF|PAIP|PSIP2|p52|p75	PC4 and SRSF1 interacting protein 1	protein-coding
BCOR_peak_14466	chr11	35640617	35641418	+	.	NA	5' UTR (NM_017583, exon 1 of 5)	NA	118	NM_017583	54765		NM_017583	ENSG00000166326	TRIM44	AN3|DIPB|HSA249128|MC7	tripartite motif containing 44	protein-coding
BCOR_peak_13771	chr12	56142764	56142964	+	.	NA	intron (NM_001160045, intron 1 of 9)	NA	2663	NM_001167609	2735		NM_005269	ENSG00000111087	GLI1	GLI|PAPA8|PPD1	GLI family zinc finger 1	protein-coding
BCOR_peak_15400	chr10	12159790	12159927	+	.	NA	intron (NM_018706, intron 1 of 16)	NA	8899	NM_018706	55526		NM_018706	ENSG00000181192	DHTKD1	AAKAD|AMOXAD|CMT2Q|E1a|OADC-E1|OADH-E1	dehydrogenase E1 and transketolase domain containing 1	protein-coding
BCOR_peak_5071	chr4	89732026	89733643	+	.	NA	intron (NM_001375477, intron 1 of 23)	NA	180	NM_001375479	8916		NM_014606	ENSG00000138641	HERC3	-	HECT and RLD domain containing E3 ubiquitin protein ligase 3	protein-coding
BCOR_peak_6640	chr22	35806793	35807041	+	.	NA	intron (NM_001289001, intron 10 of 17)	NA	22725	NM_153609	164656		NM_153019	ENSG00000187045	TMPRSS6	IRIDA|MT2	transmembrane serine protease 6	protein-coding
BCOR_peak_14072	chr12	120949334	120949531	+	.	NA	intron (NM_001024808, intron 1 of 5)	NA	5259	NM_001024808	605		NM_020993	ENSG00000110987	BCL7A	BCL7|SMARCJ1	BAF chromatin remodeling complex subunit BCL7A	protein-coding
BCOR_peak_17180	chr1	176960546	176960898	+	.	NA	promoter-TSS (NM_152663)	NA	-183	NM_001286247	55103		NM_018037	ENSG00000116191	RALGPS2	dJ595C2.1	Ral GEF with PH domain and SH3 binding motif 2	protein-coding
BCOR_peak_897	chr9	134219874	134220223	+	.	NA	promoter-TSS (NM_001351527)	NA	16	NM_001351527	23064		NM_015046	ENSG00000107290	SETX	ALS4|AOA2|SCAN2|SCAR1|STEX|Sen1|bA479K20.2	senataxin	protein-coding
BCOR_peak_8063	chr2	85006463	85006681	+	.	NA	Intergenic	NA	20281	NM_021103	9168		NM_021103	ENSG00000034510	TMSB10	MIG12|TB10	thymosin beta 10	protein-coding
BCOR_peak_16725	chr1	78127133	78127296	+	.	NA	non-coding (NR_103535, exon 2 of 3)	NA	317	NM_144573	91624		NM_144573	ENSG00000162614	NEXN	CMH20|NELIN	nexilin F-actin binding protein	protein-coding
BCOR_peak_13434	chr12	10240172	10240395	+	.	NA	Intergenic	NA	-16460	NM_031412	23710		NM_031412	ENSG00000139112	GABARAPL1	APG8-LIKE|APG8L|ATG8|ATG8B|ATG8L|GEC1	GABA type A receptor associated protein like 1	protein-coding
BCOR_peak_15535	chr10	43464189	43464524	+	.	NA	promoter-TSS (NM_001324164)	NA	-21	NM_006973	7580		NM_006973	ENSG00000169740	ZNF32	KOX30|ZNF637|Zfp637	zinc finger protein 32	protein-coding
BCOR_peak_2892	chr6	301776	302130	+	.	NA	Intergenic	NA	-34799	NM_002460	3662		NM_002460	ENSG00000137265	IRF4	LSIRF|MUM1|NF-EM5|SHEP8	interferon regulatory factor 4	protein-coding
BCOR_peak_5749	chr3	54130159	54131128	+	.	NA	promoter-TSS (NM_018398)	NA	-976	NM_018398	55799		NM_018398	ENSG00000157445	CACNA2D3	HSA272268	calcium voltage-gated channel auxiliary subunit alpha2delta 3	protein-coding
BCOR_peak_1422	chr8	120937041	120937631	+	.	NA	promoter-TSS (NM_024094)	NA	-21	NM_024094	79075		NM_024094	ENSG00000136982	DSCC1	DCC1	DNA replication and sister chromatid cohesion 1	protein-coding
BCOR_peak_446	chr9	36755843	36756088	+	.	NA	Intergenic	NA	57631	NR_039686	100616289		NR_039686	ENSG00000266255	MIR4475	-	microRNA 4475	ncRNA
BCOR_peak_9298	chr19	45801031	45801302	+	.	NA	intron (NM_001042545, intron 1 of 30)	NA	2051	NM_001042545	8425		NM_003573	ENSG00000090006	LTBP4	ARCL1C|LTBP-4|LTBP4L|LTBP4S	latent transforming growth factor beta binding protein 4	protein-coding
BCOR_peak_1666	chr8	145023987	145024422	+	.	NA	intron (NM_031308, intron 1 of 2)	NA	419	NM_031308	83481		NM_031308	ENSG00000261150	EPPK1	EPIPL|EPIPL1	epiplakin 1	protein-coding
BCOR_peak_5332	chr4	177353684	177353912	+	.	NA	promoter-TSS (NM_144644)	NA	-68	NM_144644	132851		NM_144644	ENSG00000150628	SPATA4	CFAP178|FAP178|SPEF1B|TSARG2	spermatogenesis associated 4	protein-coding
BCOR_peak_10099	chr17	17340941	17341083	+	.	NA	promoter-TSS (NM_016084)	NA	-578	NM_016084	51655		NM_016084	ENSG00000108551	RASD1	AGS1|DEXRAS1|MGC:26290	ras related dexamethasone induced 1	protein-coding
BCOR_peak_3997	chr5	1533670	1533986	+	.	NA	intron (NM_024830, intron 7 of 13)	NA	30143	NR_106723	102466103		NR_106723	ENSG00000273742	MIR6075	hsa-mir-6075	microRNA 6075	ncRNA
BCOR_peak_573	chr9	94610571	94611591	+	.	NA	promoter-TSS (NR_026868)	NA	-633	NR_026868	138649		NM_001010925	ENSG00000291168	ANKRD19P	ANKRD19|bA526D8.2	ankyrin repeat domain 19, pseudogene	pseudo
BCOR_peak_1017	chr9	139620020	139620434	+	.	NA	intron (NM_001317968, intron 1 of 6)	NA	268	NM_152285	92714		NM_152285	ENSG00000197070	ARRDC1	-	arrestin domain containing 1	protein-coding
BCOR_peak_10823	chr16	224872	225262	+	.	NA	intron (NM_001284497, intron 1 of 12)	NA	246	NM_032039	83986		NM_032039	ENSG00000167930	FAM234A	C16orf9|ITFG3|gs19	family with sequence similarity 234 member A	protein-coding
BCOR_peak_6435	chr3	197820748	197820916	+	.	NA	Intergenic	NA	23023	NR_132101	101929769		NR_132101		LINC01063	-	long intergenic non-protein coding RNA 1063	ncRNA
BCOR_peak_8456	chr2	174910243	174910988	+	.	NA	3' UTR (NM_001145250, exon 2 of 2)	NA	2687	NM_001145250	100131390		NM_001145250	ENSG00000217236	SP9	ZNF990	Sp9 transcription factor	protein-coding
BCOR_peak_8551	chr2	201158752	201159348	+	.	NA	promoter-TSS (NM_001159)	NA	68	NM_001159	316		NM_001159	ENSG00000138356	AOX1	AO|AOH1	aldehyde oxidase 1	protein-coding
BCOR_peak_15086	chr11	75834351	75834495	+	.	NA	intron (NM_001300942, intron 1 of 21)	NA	706	NM_020193	56946		NM_020193	ENSG00000158636	EMSY	C11orf30|GL002	EMSY transcriptional repressor, BRCA2 interacting	protein-coding
BCOR_peak_17296	chr1	203357558	203357729	+	.	NA	promoter-TSS (NM_001193272)	NA	86	NM_001193272	5929		NM_005057	ENSG00000117222	RBBP5	RBQ3|SWD1	RB binding protein 5, histone lysine methyltransferase complex subunit	protein-coding
BCOR_peak_430	chr9	35680167	35680394	+	.	NA	promoter-TSS (NM_003289)	NA	-227	NM_213674	7169		NM_003289	ENSG00000198467	TPM2	AMCD1|CMYP23|DA1|DA2B|DA2B4|HEL-S-273|NEM4|TMSB	tropomyosin 2	protein-coding
BCOR_peak_1947	chr7	26870295	26870847	+	.	NA	exon (NM_003930, exon 1 of 13)	NA	163	NM_003930	8935		NM_003930	ENSG00000005020	SKAP2	PRAP|RA70|SAPS|SCAP2|SKAP-HOM|SKAP55R	src kinase associated phosphoprotein 2	protein-coding
BCOR_peak_5828	chr3	81893194	81893532	+	.	NA	5' UTR (NM_000158, exon 1 of 16)	NA	123	NM_000158	2632		NM_000158	ENSG00000114480	GBE1	APBD|GBE|GSD4	1,4-alpha-glucan branching enzyme 1	protein-coding
BCOR_peak_3118	chr6	26140039	26140319	+	.	NA	exon (NM_003537, exon 1 of 1)	NA	127	NM_003537	8358		NM_003537	ENSG00000286522	H3C2	H3/l|H3C1|H3C10|H3C11|H3C12|H3C3|H3C4|H3C6|H3C7|H3C8|H3FL|HIST1H3B	H3 clustered histone 2	protein-coding
BCOR_peak_10615	chr17	72233649	72233839	+	.	NA	promoter-TSS (NM_001302704)	NA	26	NM_001378351	124512		NM_001080510	ENSG00000181038	METTL23	C17orf95|MRT44	methyltransferase 23, arginine	protein-coding
BCOR_peak_16560	chr1	44977942	44978065	+	.	NA	promoter-TSS (NM_001297655)	NA	-93	NM_001297655	11004		NM_006845	ENSG00000142945	KIF2C	CT139|KNSL6|MCAK	kinesin family member 2C	protein-coding
BCOR_peak_8858	chr19	972062	972262	+	.	NA	promoter-TSS (NM_033420)	NA	-40	NM_033420	91304		NM_033420	ENSG00000182087	TMEM259	ASBABP1|C19orf6|MBRL|MEMBRALIN|R32184_3	transmembrane protein 259	protein-coding
BCOR_peak_6605	chr22	30072793	30073098	+	.	NA	promoter-TSS (NM_032051)	NA	200	NR_120386	54944		NM_017834		LINC01521	-	long intergenic non-protein coding RNA 1521	ncRNA
BCOR_peak_6451	chr3	198212999	198214246	+	.	NA	promoter-TSS (NR_038285)	NA	-552	NR_038285	100507057		NR_038285	ENSG00000228109	MELTF-AS1	MFI2-AS1|PLANE	MELTF antisense RNA 1	ncRNA
BCOR_peak_14989	chr11	67984232	67984367	+	.	NA	promoter-TSS (NM_001352376)	NA	-497	NR_147968	55291		NM_018312	ENSG00000110075	PPP6R3	C11orf23|PP6R3|SAP190|SAPL|SAPLa|SAPS3	protein phosphatase 6 regulatory subunit 3	protein-coding
BCOR_peak_1336	chr8	95976457	95976593	+	.	NA	promoter-TSS (NM_001354516)	NA	133	NM_057749	9134		NM_004702	ENSG00000175305	CCNE2	CYCE2	cyclin E2	protein-coding
BCOR_peak_6556	chr22	22521753	22522005	+	.	NA	Intergenic	NA	-7011	NR_104248	66035		NM_030807	ENSG00000133460	SLC2A11	GLUT10|GLUT11	solute carrier family 2 member 11	protein-coding
BCOR_peak_7034	chr21	43675242	43675400	+	.	NA	Intergenic	NA	-3882	NM_173354	150094		NM_173354	ENSG00000142178	SIK1	DEE30|MSK|SIK|SIK-1|SIK1B|SNF1LK	salt inducible kinase 1	protein-coding
BCOR_peak_15050	chr11	73036502	73036740	+	.	NA	promoter-TSS (NM_001130036)	NA	274	NM_001130034	58473		NM_021200	ENSG00000021300	PLEKHB1	KPL1|PHR1|PHRET1	pleckstrin homology domain containing B1	protein-coding
